device_type,brand,model,release_year,os,form_factor,cpu_brand,cpu_model,cpu_tier,cpu_cores,cpu_threads,cpu_base_ghz,cpu_boost_ghz,gpu_brand,gpu_model,gpu_tier,vram_gb,ram_gb,storage_type,storage_gb,storage_drive_count,display_type,display_size_in,resolution,refresh_hz,battery_wh,charger_watts,psu_watts,wifi,bluetooth,weight_kg,warranty_months,price
Laptop,HP,HP Air 7JV,2024,Windows,Mainstream,AMD,AMD Ryzen 5 3752,2,6,12,2.2,3.1,NVIDIA,RTX 20 50,1,4,8,Hybrid,256,1,IPS,14.0,1920x1080,60,90,240,0,Wi-Fi 6,5.1,1.17,12,1087.99
Laptop,Acer,Acer Stealth 4II,2019,Windows,Gaming,Intel,Intel i7-11573,4,12,24,2.6,3.6,NVIDIA,RTX 40 80 Ti,5,12,72,NVMe,512,1,OLED,15.6,2880x1800,144,56,65,0,Wi-Fi 6,5.0,2.0,24,2514.99
Laptop,ASUS,ASUS Creator 38O,2025,macOS,Ultrabook,Intel,Intel i7-11270,5,16,32,2.8,3.7,NVIDIA,RTX 40 80,4,10,64,NVMe,2048,1,Mini-LED,15.6,2880x1800,90,60,45,0,Wi-Fi 6E,5.1,1.3,36,3155.99
Desktop,Samsung,Samsung Forge I2O,2019,Windows,SFF,AMD,AMD Ryzen 5 6853,3,8,16,2.8,3.7,NVIDIA,RTX 30 70,3,8,32,HDD,1024,2,Mini-LED,24.0,1920x1080,120,0,0,750,Wi-Fi 6,5.1,5.0,36,1763.99
Laptop,Apple,Apple Air 71O,2023,macOS,Workstation,Apple,Apple M3 Pro,5,16,16,2.8,3.8,Apple,Apple Integrated,5,2,96,NVMe,512,1,VA,14.0,2560x1600,60,56,65,0,Wi-Fi 6,5.1,2.37,12,2905.99
Laptop,Samsung,Samsung Pro FR9,2023,Windows,Gaming,Intel,Intel i7-14480,4,12,24,2.6,3.5,NVIDIA,RTX 30 80,4,10,64,NVMe,2048,1,IPS,15.6,1920x1080,120,56,180,0,Wi-Fi 6,5.2,2.0,12,2545.99
Laptop,MSI,MSI Air S4X,2024,macOS,Gaming,Intel,Intel i7-13963,4,14,28,2.6,3.7,AMD,RX 7000 80 XT,5,12,64,NVMe,512,1,LED,14.0,3840x2160,120,80,120,0,Wi-Fi 6E,5.2,1.17,24,3002.99
Laptop,ASUS,ASUS Legion IWT,2023,Windows,Mainstream,AMD,AMD Ryzen 7 4947,4,14,28,2.6,3.6,NVIDIA,RTX 30 80 Ti,5,12,64,Hybrid,256,1,OLED,15.6,1920x1080,144,60,120,0,Wi-Fi 6E,5.3,1.3,24,2192.99
Desktop,HP,HP Station 1HH,2025,Windows,ATX,Intel,Intel i7-13390,4,12,24,3.0,3.9,NVIDIA,RTX 30 70,3,8,32,HDD,256,3,VA,32.0,1920x1080,60,0,0,850,Wi-Fi 6,5.1,7.0,24,1446.99
Desktop,MSI,MSI Arena 6B1,2024,Windows,SFF,Intel,Intel i5-11758,3,12,24,2.8,3.9,AMD,RX 7000 80,4,10,32,NVMe,1024,1,OLED,32.0,2560x1440,60,0,0,750,Wi-Fi 5,5.0,11.0,12,2224.99
Laptop,Razer,Razer Blade UQO,2019,Windows,2-in-1,Intel,Intel i9-13741,6,26,52,3.0,3.9,NVIDIA,RTX 30 80 Ti,5,12,96,HDD,1024,2,Mini-LED,15.6,3840x2160,60,56,240,0,Wi-Fi 7,5.2,2.0,24,2965.99
Desktop,Apple,Apple Forge XRX,2020,Linux,SFF,Apple,Apple M1,6,24,24,3.4,4.3,Apple,Apple Integrated,6,2,128,Hybrid,256,2,Mini-LED,34.0,2560x1440,144,0,0,450,Wi-Fi 6,5.2,6.0,24,3150.99
Desktop,ASUS,ASUS Strix XQ4,2023,Windows,Micro-ATX,Intel,Intel i5-10967,3,8,16,2.8,3.7,Intel,Arc A380,2,2,16,HDD,512,2,OLED,27.0,1920x1080,90,0,0,650,Wi-Fi 6,5.2,6.0,12,1527.99
Desktop,Apple,Apple Strix 7MU,2022,Windows,Mini-ITX,Apple,Apple M3,1,4,4,2.4,3.3,Apple,Apple Integrated,2,0,8,SSD,1024,1,IPS,24.0,2560x1440,120,0,0,850,Wi-Fi 6,5.3,16.0,12,1664.99
Laptop,Apple,Apple Nitro 60J,2025,Windows,2-in-1,Apple,Apple M2 Max,3,8,8,2.4,3.2,Apple,Apple Integrated,1,2,16,NVMe,512,1,OLED,16.0,2560x1600,90,80,65,0,Wi-Fi 7,5.3,1.53,24,1885.99
Laptop,Apple,Apple Legion IWL,2023,Windows,Gaming,Apple,Apple M1 Max,4,14,14,2.6,3.4,Apple,Apple Integrated,5,6,64,NVMe,2048,1,LED,15.6,2880x1800,240,80,240,0,Wi-Fi 6,5.3,1.5,12,3060.99
Desktop,MSI,MSI Arena 5BQ,2025,Windows,Mini-ITX,Intel,Intel i5-12548,3,8,16,2.8,3.8,NVIDIA,RTX 40 60,2,6,24,SSD,512,1,IPS,27.0,3840x2160,60,0,0,850,Wi-Fi 5,5.2,11.0,12,1639.99
Laptop,MSI,MSI Blade 4XZ,2018,Windows,Mainstream,AMD,AMD Ryzen 3 7202,1,6,12,2.0,2.9,NVIDIA,RTX 30 50,1,4,8,NVMe,1024,1,IPS,14.0,3840x2160,120,60,65,0,Wi-Fi 6,5.0,1.37,36,1423.99
Laptop,HP,HP Pro E3F,2025,Windows,Ultrabook,Intel,Intel i5-12866,2,6,12,2.2,3.0,NVIDIA,RTX 40 50,1,4,8,Hybrid,512,1,OLED,15.6,2880x1800,90,60,120,0,Wi-Fi 6,5.0,1.1,24,1555.99
Laptop,Samsung,Samsung Nitro MTC,2021,Windows,Mainstream,AMD,AMD Ryzen 5 6495,3,10,20,2.4,3.5,NVIDIA,RTX 30 80,4,10,32,SSD,1024,1,LED,15.6,2560x1600,60,60,65,0,Wi-Fi 7,5.0,1.5,12,2183.99
Desktop,HP,HP Station 91O,2021,macOS,Full-Tower,Intel,Intel i7-10686,5,18,36,3.2,4.0,Intel,Arc B770,5,2,96,SSD,512,2,QLED,32.0,3440x1440,165,0,0,850,Wi-Fi 6,5.1,11.0,24,2300.99
Desktop,Apple,Apple Think VCN,2025,Windows,Full-Tower,Apple,Apple M1 Pro,4,12,12,3.0,3.8,Apple,Apple Integrated,4,4,64,SSD,512,1,OLED,27.0,3440x1440,60,0,0,550,Wi-Fi 6E,5.2,8.0,24,2567.99
Desktop,HP,HP Pro CUX,2022,Windows,ATX,AMD,AMD Ryzen 5 3899,3,8,16,2.8,3.6,NVIDIA,RTX 40 70,3,8,32,NVMe,512,3,OLED,24.0,2560x1440,60,0,0,550,Wi-Fi 6,5.1,10.0,24,1665.99
Laptop,Samsung,Samsung Air GNT,2019,macOS,2-in-1,Intel,Intel i5-10675,2,6,12,2.2,3.0,NVIDIA,RTX 30 70,3,8,16,NVMe,1024,1,IPS,16.0,2880x1800,144,60,90,0,Wi-Fi 6,5.0,2.03,12,2100.99
Desktop,Gigabyte,Gigabyte Creator ZNZ,2022,Windows,ATX,Intel,Intel i7-10892,5,16,32,3.2,4.2,NVIDIA,RTX 40 80,4,10,64,Hybrid,1024,3,QLED,32.0,3440x1440,120,0,0,750,Wi-Fi 6E,5.2,13.0,24,2228.99
Desktop,Lenovo,Lenovo Creator W7U,2024,Windows,ATX,AMD,AMD Ryzen 7 6450,5,16,32,3.2,4.2,AMD,RX 6000 90,6,16,96,NVMe,1024,1,LED,34.0,2560x1440,120,0,0,850,Wi-Fi 6,5.2,9.0,12,1947.99
Desktop,Dell,Dell Pro R7X,2022,macOS,ATX,Intel,Intel i7-14457,5,20,40,3.2,4.0,NVIDIA,RTX 30 80 Ti,5,12,96,Hybrid,2048,2,LED,24.0,2560x1440,120,0,0,750,Wi-Fi 6E,5.2,9.0,36,2669.99
Desktop,Gigabyte,Gigabyte Cube THY,2024,Windows,Full-Tower,AMD,AMD Ryzen 5 6215,2,6,10,2.6,3.7,AMD,RX 6000 50,1,4,8,NVMe,512,3,LED,24.0,3840x2160,90,0,0,650,Wi-Fi 7,5.2,6.0,12,1510.99
Laptop,Dell,Dell Zen 6YA,2024,Windows,2-in-1,Intel,Intel i5-10128,3,8,16,2.4,3.3,Intel,Arc A310,1,2,16,Hybrid,256,1,OLED,14.0,1920x1080,120,80,90,0,Wi-Fi 6,5.3,1.57,24,1720.99
Desktop,Lenovo,Lenovo Think 7HE,2025,Windows,Micro-ATX,AMD,AMD Ryzen 5 6775,2,8,16,2.6,3.5,AMD,RX 6000 60,2,6,16,NVMe,512,2,LED,27.0,2560x1440,120,0,0,550,Wi-Fi 5,5.2,10.0,24,1533.99
Laptop,MSI,MSI Air P0N,2020,Windows,Ultrabook,AMD,AMD Ryzen 5 6274,3,8,16,2.4,3.3,NVIDIA,RTX 30 70,3,8,32,Hybrid,512,1,IPS,13.3,2560x1600,144,80,90,0,Wi-Fi 6E,5.0,1.32,12,2127.99
Laptop,Samsung,Samsung Pro 5CE,2023,Windows,Ultrabook,Intel,Intel i7-11671,4,12,24,2.6,3.4,NVIDIA,RTX 40 80,4,10,64,SSD,1024,1,OLED,15.6,1920x1080,120,56,120,0,Wi-Fi 6E,5.2,1.3,12,2465.99
Laptop,ASUS,ASUS Pro M2Y,2023,Windows,Gaming,Intel,Intel i5-12926,3,8,16,2.4,3.3,Intel,Arc A580,3,6,32,HDD,1024,1,VA,14.0,1920x1080,60,90,90,0,Wi-Fi 6,5.3,1.57,24,1855.99
Desktop,Apple,Apple Arena YEQ,2023,macOS,Full-Tower,Apple,Apple M2,3,8,8,2.8,3.8,Apple,Apple Integrated,3,2,32,SSD,256,2,IPS,27.0,1920x1080,60,0,0,450,Wi-Fi 6,5.0,15.0,12,2032.99
Laptop,Samsung,Samsung Creator HTM,2018,Windows,Gaming,Intel,Intel i3-12157,1,4,8,2.0,2.8,NVIDIA,RTX 30 50,1,4,8,SSD,1024,1,OLED,15.6,3840x2160,144,60,90,0,Wi-Fi 6E,5.2,1.5,24,1712.99
Laptop,Lenovo,Lenovo Legion 215,2025,Windows,Ultrabook,Intel,Intel i5-14409,3,8,16,2.4,3.3,NVIDIA,RTX 40 70,3,8,32,NVMe,512,2,OLED,14.0,2560x1600,60,56,90,0,Wi-Fi 7,5.1,1.37,24,2060.99
Desktop,Gigabyte,Gigabyte Arena ZEI,2022,Windows,ATX,Intel,Intel i5-10904,2,8,16,2.6,3.4,AMD,RX 6000 70,3,8,24,HDD,512,2,IPS,27.0,1920x1080,60,0,0,550,Wi-Fi 5,5.0,12.0,24,1185.99
Laptop,Apple,Apple Nitro H9G,2019,Windows,Gaming,Apple,Apple M1 Max,5,16,16,2.8,3.7,Apple,Apple Integrated,5,2,112,NVMe,512,1,Mini-LED,14.0,2560x1600,165,90,180,0,Wi-Fi 6E,5.0,1.17,12,3766.99
Laptop,MSI,MSI Air LGB,2018,Windows,Ultrabook,AMD,AMD Ryzen 5 4599,2,8,16,2.2,3.2,AMD,RX 6000 60,2,6,16,Hybrid,256,1,OLED,14.0,1920x1080,60,56,240,0,Wi-Fi 5,5.3,1.87,12,1674.99
Desktop,Lenovo,Lenovo Station NZV,2022,Windows,Mini-ITX,Intel,Intel i5-13355,3,12,24,2.8,3.6,Intel,Arc A580,3,2,32,SSD,512,1,LED,27.0,2560x1440,60,0,0,1200,Wi-Fi 6E,5.1,11.0,12,1504.99
Desktop,HP,HP Think UGB,2025,Linux,SFF,Intel,Intel i7-12382,4,12,24,3.0,4.0,NVIDIA,RTX 40 80,4,10,64,SSD,2048,1,LED,27.0,2560x1440,120,0,0,550,Wi-Fi 6,4.2,15.0,36,2069.99
Laptop,MSI,MSI Pro 2T9,2025,Windows,Gaming,AMD,AMD Ryzen 3 3585,1,4,8,2.0,3.0,NVIDIA,RTX 40 50,1,4,8,SSD,2048,1,OLED,14.0,1920x1080,90,90,90,0,Wi-Fi 7,5.2,1.87,12,1350.99
Laptop,MSI,MSI Creator HBJ,2022,Windows,Mainstream,Intel,Intel i5-14724,3,10,20,2.4,3.2,NVIDIA,RTX 30 70,3,8,32,SSD,2048,1,LED,15.6,1920x1080,60,80,65,0,Wi-Fi 5,5.0,1.7,12,1764.99
Desktop,Gigabyte,Gigabyte Arena H40,2022,Windows,Micro-ATX,AMD,AMD Ryzen 7 6322,5,18,36,3.2,4.1,AMD,RX 6000 80,4,10,64,HDD,256,3,LED,27.0,3440x1440,60,0,0,1000,Wi-Fi 6,5.3,11.0,48,1671.99
Laptop,Lenovo,Lenovo Creator 6JN,2023,Windows,Mainstream,Intel,Intel i5-13721,3,10,20,2.4,3.3,Intel,Arc A580,3,4,32,SSD,2048,1,LED,16.0,1920x1080,60,80,45,0,Wi-Fi 5,5.3,1.73,36,1769.99
Desktop,Apple,Apple Think DC1,2024,macOS,ATX,Apple,Apple M2 Pro,3,8,8,2.8,3.9,Apple,Apple Integrated,4,0,32,SSD,1024,4,LED,27.0,1920x1080,60,0,0,750,Wi-Fi 6,5.1,11.0,24,2362.99
Desktop,ASUS,ASUS Pro ABV,2023,Windows,ATX,Intel,Intel i5-10547,3,8,16,2.8,3.8,Apple,Apple Integrated,4,6,32,HDD,256,3,LED,32.0,3840x2160,120,0,0,850,Wi-Fi 5,5.2,7.0,24,1716.99
Laptop,Gigabyte,Gigabyte Stealth DLT,2025,ChromeOS,Mainstream,Intel,Intel i9-11559,6,26,52,3.0,4.0,AMD,RX 7000 80 XT,5,12,96,Hybrid,4096,2,LED,15.6,1920x1080,120,90,180,0,Wi-Fi 7,5.2,1.7,12,2267.99
Laptop,Dell,Dell Think ZWY,2024,macOS,Gaming,Intel,Intel i3-12518,1,6,12,2.0,3.0,NVIDIA,RTX 40 50,1,4,8,Hybrid,512,1,LED,16.0,2880x1800,90,70,90,0,Wi-Fi 6,5.0,2.03,36,1706.99
Laptop,Dell,Dell Slim 3E9,2021,Windows,Mainstream,Intel,Intel i7-12838,4,14,28,2.6,3.7,Intel,Arc A580,3,2,32,NVMe,1024,1,IPS,14.0,1920x1080,60,60,65,0,Wi-Fi 5,5.1,0.97,24,1870.99
Laptop,Samsung,Samsung Zen DKO,2024,Windows,Mainstream,Intel,Intel i5-11843,3,10,20,2.4,3.2,AMD,RX 7000 60,2,6,16,Hybrid,512,1,QLED,16.0,1920x1080,144,60,65,0,Wi-Fi 6E,5.0,1.53,24,1768.99
Desktop,Lenovo,Lenovo Cube 7LH,2022,macOS,SFF,AMD,AMD Ryzen 7 3265,4,12,24,3.0,3.9,NVIDIA,RTX 40 80,4,10,64,NVMe,512,1,LED,27.0,2560x1440,60,0,0,850,Wi-Fi 5,5.2,13.0,24,2308.99
Desktop,Acer,Acer Pro 8DR,2020,macOS,Full-Tower,AMD,AMD Ryzen 5 4516,2,8,14,2.6,3.7,NVIDIA,RTX 40 60,2,6,16,NVMe,2048,3,LED,24.0,2560x1440,60,0,0,850,Wi-Fi 5,5.0,13.0,12,1507.99
Desktop,Samsung,Samsung Station 0E5,2025,Windows,Micro-ATX,Intel,Intel i5-12587,2,8,16,2.6,3.4,NVIDIA,RTX 30 70,3,8,16,HDD,512,3,LED,24.0,1920x1080,60,0,0,850,Wi-Fi 5,5.0,7.0,48,1354.99
Desktop,Dell,Dell Arena YVW,2018,Windows,ATX,Intel,Intel i7-11587,5,18,36,3.2,4.3,NVIDIA,RTX 30 90,6,16,96,SSD,256,2,LED,27.0,1920x1080,60,0,0,750,Wi-Fi 6,5.3,7.0,24,2355.99
Laptop,Samsung,Samsung Nitro ZB3,2022,macOS,Ultrabook,Intel,Intel i7-13972,4,14,28,2.6,3.4,NVIDIA,RTX 30 60,2,6,32,NVMe,512,1,Mini-LED,13.3,2560x1600,90,70,90,0,Wi-Fi 6,5.1,1.52,24,2258.99
Desktop,Gigabyte,Gigabyte Creator 8YE,2022,macOS,Micro-ATX,Intel,Intel i7-13756,4,14,28,3.0,3.8,Apple,Apple Integrated,4,2,64,SSD,1024,2,IPS,34.0,2560x1440,120,0,0,750,Wi-Fi 5,5.0,7.0,24,2184.99
Laptop,Lenovo,Lenovo Nitro WT3,2023,Windows,Ultrabook,Intel,Intel i5-10833,2,6,12,2.2,3.3,NVIDIA,RTX 40 50,1,4,8,SSD,1024,1,VA,14.0,1920x1080,60,80,240,0,Wi-Fi 6,5.0,1.37,24,1481.99
Laptop,Apple,Apple Air RZ6,2018,macOS,Gaming,Apple,Apple M3,3,8,8,2.4,3.4,Apple,Apple Integrated,2,0,16,NVMe,256,2,Mini-LED,13.3,3840x2160,90,90,120,0,Wi-Fi 6E,5.3,0.92,24,2358.99
Laptop,Lenovo,Lenovo Nitro LD9,2023,macOS,Mainstream,Intel,Intel i5-11764,2,6,12,2.2,3.2,NVIDIA,RTX 30 60,2,6,16,NVMe,4096,2,OLED,14.0,1920x1080,120,50,45,0,Wi-Fi 6,5.3,1.37,24,2002.99
Laptop,ASUS,ASUS Stealth 7WE,2025,Windows,Gaming,Intel,Intel i3-13525,1,4,8,2.0,3.0,NVIDIA,RTX 40 50,1,4,8,NVMe,256,1,LED,13.3,2560x1600,60,60,90,0,Wi-Fi 6,5.1,1.52,24,1278.99
Desktop,Apple,Apple Cube R7M,2021,Windows,Full-Tower,Apple,Apple M1,5,16,16,3.2,4.2,Apple,Apple Integrated,5,4,96,NVMe,2048,2,LED,27.0,2560x1440,144,0,0,650,Wi-Fi 6E,5.0,4.0,12,2705.99
Desktop,HP,HP Think P13,2023,Linux,Full-Tower,Intel,Intel i3-11788,1,4,8,2.4,3.2,NVIDIA,RTX 40 50,1,4,16,SSD,512,2,IPS,27.0,2560x1440,60,0,0,550,Wi-Fi 6,5.2,8.0,24,1071.99
Desktop,HP,HP Think YRV,2025,Windows,Mini-ITX,Intel,Intel i3-13165,1,4,8,2.4,3.2,NVIDIA,RTX 30 50,1,4,8,HDD,512,2,OLED,32.0,2560x1440,120,0,0,750,Wi-Fi 6,5.3,7.0,36,1289.99
Laptop,Lenovo,Lenovo Zen 8U0,2021,Linux,Mainstream,Intel,Intel i5-13303,2,6,12,2.2,3.1,AMD,RX 6000 70,3,8,16,NVMe,512,2,OLED,15.6,1920x1080,60,56,90,0,Wi-Fi 6,5.1,1.1,24,1765.99
Laptop,Razer,Razer Pro I8A,2025,Windows,Gaming,Intel,Intel i7-10168,5,16,32,2.8,3.7,NVIDIA,RTX 40 80 Ti,5,12,96,Hybrid,512,1,LED,15.6,2880x1800,120,80,65,0,Wi-Fi 5,5.2,1.7,12,3067.99
Laptop,Acer,Acer Stealth H5P,2021,Windows,Ultrabook,AMD,AMD Ryzen 7 4293,4,12,24,2.6,3.7,Intel,Arc A580,3,6,32,SSD,1024,1,IPS,13.3,1920x1080,60,50,120,0,Wi-Fi 6,5.1,1.32,12,1804.99
Desktop,Apple,Apple Think OIV,2021,Windows,Micro-ATX,Apple,Apple M3 Max,3,8,8,2.8,3.6,Apple,Apple Integrated,3,6,32,HDD,1024,2,OLED,24.0,3840x2160,60,0,0,1000,Wi-Fi 6,5.0,7.0,48,2406.99
Laptop,Dell,Dell Stealth FGM,2024,Windows,Gaming,AMD,AMD Ryzen 3 6730,1,4,8,2.0,3.1,NVIDIA,RTX 40 50,1,4,8,SSD,512,1,IPS,15.6,1920x1080,60,70,90,0,Wi-Fi 6,5.2,2.0,12,1351.99
Desktop,ASUS,ASUS Pro 9IA,2019,Windows,ATX,AMD,AMD Ryzen 5 4368,2,6,12,2.6,3.6,NVIDIA,RTX 40 60,2,6,24,SSD,1024,3,IPS,27.0,1920x1080,165,0,0,550,Wi-Fi 6E,5.1,15.0,12,1323.99
Laptop,Dell,Dell Zen YOV,2020,Windows,Gaming,Intel,Intel i5-11132,2,6,12,2.2,3.2,NVIDIA,RTX 30 50,1,4,8,NVMe,512,1,OLED,14.0,1920x1080,240,70,45,0,Wi-Fi 7,5.3,0.97,36,1328.99
Laptop,ASUS,ASUS Nitro H7C,2024,Windows,Gaming,Intel,Intel i7-14189,5,16,30,2.8,3.9,NVIDIA,RTX 30 80 Ti,5,12,96,SSD,256,1,Mini-LED,15.6,2880x1800,60,60,45,0,Wi-Fi 6,5.2,2.0,12,2625.99
Laptop,Lenovo,Lenovo Slim T6D,2018,Windows,Ultrabook,Intel,Intel i5-13417,3,8,16,2.4,3.4,NVIDIA,RTX 30 60,2,6,16,SSD,512,2,QLED,17.3,2880x1800,90,60,45,0,Wi-Fi 6E,5.2,2.14,12,2043.99
Desktop,ASUS,ASUS Creator 8L0,2022,macOS,ATX,Intel,Intel i5-11742,3,10,18,2.8,3.8,Intel,Arc A580,3,6,40,NVMe,1024,2,LED,27.0,3840x2160,144,0,0,1000,Wi-Fi 5,5.1,11.0,36,2176.99
Desktop,Samsung,Samsung Forge S7L,2023,Windows,Full-Tower,AMD,AMD Ryzen 7 6689,4,12,24,3.0,3.9,Intel,Arc B700,4,0,64,SSD,512,1,QLED,34.0,1920x1080,90,0,0,1000,Wi-Fi 6,5.0,9.0,24,2100.99
Laptop,Acer,Acer Air 5SN,2018,Windows,Gaming,Intel,Intel i7-13399,4,12,24,2.6,3.5,Intel,Arc A770,5,0,64,NVMe,1024,2,LED,15.6,1920x1080,60,70,65,0,Wi-Fi 5,5.2,1.1,12,2233.99
Laptop,Dell,Dell Nitro 3TB,2023,Windows,Workstation,Intel,Intel i7-14213,4,14,28,2.6,3.6,NVIDIA,RTX 30 70,3,8,32,SSD,2048,2,QLED,17.3,1920x1080,120,99,65,0,Wi-Fi 5,5.0,1.64,12,2171.99
Desktop,Apple,Apple Think ZXA,2024,Windows,Full-Tower,Apple,Apple M1 Pro,3,8,8,2.8,3.6,Apple,Apple Integrated,4,0,32,NVMe,512,1,Mini-LED,27.0,3440x1440,60,0,0,650,Wi-Fi 6E,5.1,15.0,24,2087.99
Desktop,Lenovo,Lenovo Creator WIO,2025,Windows,ATX,Intel,Intel i5-14611,3,8,16,2.8,3.7,Apple,Apple Integrated,2,4,16,HDD,512,1,LED,27.0,2560x1440,120,0,0,750,Wi-Fi 5,5.2,13.0,12,1277.99
Laptop,HP,HP Think 69M,2024,Windows,Mainstream,Intel,Intel i5-10153,3,8,16,2.4,3.5,Apple,Apple Integrated,3,0,32,SSD,512,1,LED,16.0,1920x1080,60,56,65,0,Wi-Fi 6,5.2,1.33,12,1514.99
Desktop,Apple,Apple Creator LLJ,2020,Windows,ATX,Apple,Apple M3,3,8,8,2.8,3.6,Apple,Apple Integrated,4,0,32,Hybrid,256,2,LED,27.0,2560x1440,165,0,0,300,Wi-Fi 6,5.3,6.0,12,1700.99
Laptop,Lenovo,Lenovo Think KT5,2019,Windows,Workstation,Intel,Intel i5-14634,2,8,16,2.2,3.2,AMD,RX 6000 60,2,6,16,HDD,1024,2,IPS,15.6,1920x1080,60,70,45,0,Wi-Fi 6,5.0,1.3,12,1130.99
Laptop,Apple,Apple Zen G4I,2020,Windows,Gaming,Apple,Apple M3 Max,4,12,12,2.6,3.6,Apple,Apple Integrated,5,0,64,SSD,512,1,LED,13.3,1920x1080,60,70,65,0,Wi-Fi 6E,5.0,1.52,24,2926.99
Desktop,ASUS,ASUS Pro DZD,2025,Windows,Micro-ATX,AMD,AMD Ryzen 7 4935,5,16,32,3.2,4.2,NVIDIA,RTX 40 80,4,10,80,NVMe,512,2,QLED,27.0,2560x1440,60,0,0,300,Wi-Fi 6E,5.2,8.0,36,2593.99
Desktop,Apple,Apple Cube EEX,2022,macOS,ATX,Apple,Apple M3 Pro,2,8,8,2.6,3.5,Apple,Apple Integrated,2,2,16,SSD,1024,1,IPS,27.0,1920x1080,60,0,0,650,Wi-Fi 6,5.2,4.0,36,1363.99
Laptop,HP,HP Creator 4RM,2025,macOS,Mainstream,AMD,AMD Ryzen 3 6827,1,4,8,2.0,2.9,NVIDIA,RTX 30 50,1,4,8,NVMe,1024,1,OLED,16.0,1920x1080,60,80,90,0,Wi-Fi 6E,5.0,2.53,12,1575.99
Desktop,Apple,Apple Station KLW,2024,ChromeOS,SFF,Apple,Apple M1 Pro,5,16,16,3.2,4.1,Apple,Apple Integrated,5,6,104,HDD,1024,3,OLED,24.0,2560x1440,60,0,0,850,Wi-Fi 5,5.3,7.0,12,2682.99
Laptop,Samsung,Samsung Air D76,2022,Windows,Gaming,Intel,Intel i5-14751,3,8,16,2.4,3.3,NVIDIA,RTX 30 60,2,6,16,Hybrid,1024,1,LED,14.0,1920x1080,60,50,180,0,Wi-Fi 6E,5.2,1.37,12,1507.99
Laptop,HP,HP Think H08,2024,macOS,Mainstream,AMD,AMD Ryzen 3 6188,1,4,8,2.0,2.9,NVIDIA,RTX 30 50,1,4,8,HDD,1024,1,OLED,14.0,1920x1080,60,60,180,0,Wi-Fi 6,5.2,2.37,24,1404.99
Desktop,Lenovo,Lenovo Cube 8CJ,2023,Windows,Micro-ATX,AMD,AMD Ryzen 7 5336,5,16,32,3.2,4.2,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,4096,4,LED,27.0,1920x1080,120,0,0,1200,Wi-Fi 6,5.0,7.0,24,2474.99
Desktop,Lenovo,Lenovo Station ISC,2024,Windows,Full-Tower,AMD,AMD Ryzen 5 6219,3,8,14,2.8,3.7,NVIDIA,RTX 30 70,3,8,32,NVMe,1024,4,LED,27.0,2560x1440,60,0,0,750,Wi-Fi 5,5.0,7.0,12,1591.99
Laptop,Lenovo,Lenovo Air HMO,2018,Linux,Workstation,AMD,AMD Ryzen 5 3334,3,8,16,2.4,3.5,NVIDIA,RTX 40 60,2,6,16,Hybrid,256,1,IPS,13.3,2560x1600,60,60,65,0,Wi-Fi 6E,5.3,1.12,24,1461.99
Desktop,MSI,MSI Think AQ4,2021,Windows,SFF,Intel,Intel i7-12747,4,12,24,3.0,3.9,NVIDIA,RTX 40 80,4,10,64,HDD,256,2,QLED,32.0,1920x1080,60,0,0,650,Wi-Fi 6,5.1,4.0,36,2076.99
Laptop,Dell,Dell Creator 34A,2023,Windows,Mainstream,Intel,Intel i5-13192,2,8,16,2.2,3.3,NVIDIA,RTX 40 50,1,4,8,Hybrid,256,2,OLED,17.3,3840x2160,60,70,65,0,Wi-Fi 7,5.2,1.64,12,1758.99
Laptop,HP,HP Creator 3TE,2018,Windows,Mainstream,Intel,Intel i5-13642,3,8,16,2.4,3.3,Apple,Apple Integrated,2,2,16,SSD,512,1,QLED,13.3,3840x2160,60,70,65,0,Wi-Fi 6E,4.2,2.82,12,1678.99
Desktop,Lenovo,Lenovo Think A4O,2021,Windows,Full-Tower,Intel,Intel i3-12307,1,6,12,2.4,3.3,Apple,Apple Integrated,1,0,8,HDD,1024,2,LED,24.0,3840x2160,60,0,0,650,Wi-Fi 6,5.2,10.0,36,1169.99
Laptop,HP,HP Blade 8TA,2024,Windows,Mainstream,AMD,AMD Ryzen 5 3753,3,10,20,2.4,3.3,NVIDIA,RTX 30 50,1,4,16,NVMe,1024,1,LED,14.0,2880x1800,60,56,120,0,Wi-Fi 6E,5.1,1.57,24,1539.99
Laptop,Dell,Dell Pro Z79,2023,Windows,Mainstream,Intel,Intel i7-13103,5,16,32,2.8,3.7,Intel,Arc B770,5,2,96,NVMe,512,1,LED,15.6,1920x1080,90,70,90,0,Wi-Fi 5,5.1,1.3,24,2467.99
Desktop,HP,HP Arena B40,2024,Windows,Micro-ATX,AMD,AMD Ryzen 7 4696,4,14,28,3.0,3.8,Intel,Arc B700,4,2,64,NVMe,1024,2,LED,27.0,1920x1080,144,0,0,300,Wi-Fi 6,5.2,4.0,12,1694.99
Laptop,Acer,Acer Zen I87,2022,macOS,Ultrabook,Intel,Intel i7-11884,4,12,24,2.6,3.5,Intel,Arc B380,2,4,32,NVMe,512,1,IPS,14.0,1920x1080,120,90,65,0,Wi-Fi 6E,5.2,1.57,36,1950.99
